id;id_doi;status;count
4318;459;Lecturer > Senior Lecturer;2
4319;459;Student  > Postgraduate;7
4322;459;Student  > Bachelor;9
4323;459;Other;3
4325;459;Librarian;1
4327;460;Lecturer;2
4328;460;Student  > Doctoral Student;11
4338;460;Professor > Associate Professor;7
4340;461;Student  > Doctoral Student;65
4342;461;Professor;25
4346;461;Student  > Master;81
4347;461;Student  > Bachelor;23
4350;461;Professor > Associate Professor;26
4351;462;Lecturer;6
4355;462;Lecturer > Senior Lecturer;2
4359;462;Student  > Bachelor;10
4362;462;Professor > Associate Professor;19
4363;463;Student  > Doctoral Student;5
4365;463;Professor;1
4366;463;Unspecified;3
4368;463;Professor > Associate Professor;1
4370;464;Student  > Doctoral Student;10
4371;464;Researcher;7
4372;464;Professor;6
4373;464;Student  > Postgraduate;2
4375;464;Student  > Master;8
4376;464;Student  > Bachelor;1
4377;464;Student  > Ph. D. Student;53
4378;464;Librarian;1
4380;465;Lecturer;7
4381;465;Student  > Doctoral Student;23
4384;465;Student  > Postgraduate;3
4388;465;Other;1
4396;466;Student  > Master;7
4397;466;Other;1
4398;466;Student  > Ph. D. Student;13
4399;466;Professor > Associate Professor;5
4408;468;Lecturer > Senior Lecturer;2
4409;468;Student  > Postgraduate;4
4411;468;Student  > Master;28
4415;468;Librarian;2
4416;468;Professor > Associate Professor;12
4417;469;Lecturer;8
4419;469;Researcher;9
4426;469;Student  > Ph. D. Student;44
4427;469;Librarian;1
4428;469;Professor > Associate Professor;6
4429;470;Lecturer;5
4431;470;Researcher;7
4434;470;Student  > Postgraduate;2
4439;470;Student  > Ph. D. Student;23
4452;472;Student  > Postgraduate;1
4456;472;Other;3
4458;472;Professor > Associate Professor;5
4470;473;Professor > Associate Professor;10
4471;474;Lecturer;4
4472;474;Student  > Doctoral Student;16
4473;474;Researcher;5
4474;474;Professor;8
4475;474;Lecturer > Senior Lecturer;1
4476;474;Student  > Postgraduate;2
4478;474;Student  > Master;11
4482;475;Lecturer;6
4487;475;Unspecified;17
4489;475;Student  > Bachelor;14
4502;476;Student  > Bachelor;6
4507;477;Professor;2
4508;477;Lecturer > Senior Lecturer;2
4510;477;Unspecified;15
4512;477;Student  > Bachelor;4
4513;477;Other;2
4514;477;Student  > Ph. D. Student;35
4516;477;Professor > Associate Professor;8
4518;478;Student  > Doctoral Student;19
4519;478;Researcher;3
4522;478;Student  > Postgraduate;1
4523;478;Unspecified;8
4524;478;Student  > Master;16
4530;479;Student  > Doctoral Student;32
4537;479;Other;3
4543;480;Professor;6
4544;480;Student  > Postgraduate;1
4547;480;Student  > Bachelor;3
4550;480;Professor > Associate Professor;6
4551;481;Professor;1
4562;482;Student  > Ph. D. Student;42
4563;482;Professor > Associate Professor;13
4567;483;Professor;1
4569;483;Student  > Master;1
4571;483;Student  > Ph. D. Student;4
4574;484;Student  > Doctoral Student;8
4579;484;Unspecified;1
4581;484;Student  > Bachelor;3
4583;484;Student  > Ph. D. Student;29
4585;485;Researcher;1
4592;486;Student  > Ph. D. Student;3
4593;486;Professor > Associate Professor;1
4594;487;Lecturer;2
4595;487;Student  > Doctoral Student;12
4597;487;Professor;2
4598;487;Lecturer > Senior Lecturer;1
4599;487;Student  > Postgraduate;1
4605;487;Professor > Associate Professor;6
4607;488;Unspecified;2
4609;489;Student  > Doctoral Student;22
4613;489;Student  > Postgraduate;2
4617;489;Other;2
4619;489;Professor > Associate Professor;16
4620;490;Researcher;1
4621;490;Professor;2
4622;490;Student  > Doctoral Student;1
4623;490;Professor > Associate Professor;1
4625;491;Researcher;4
4627;491;Lecturer > Senior Lecturer;2
4628;491;Student  > Postgraduate;2
4629;491;Unspecified;7
4630;491;Student  > Master;9
4633;491;Student  > Ph. D. Student;29
4635;491;Professor > Associate Professor;8
4646;493;Student  > Doctoral Student;4
4648;493;Professor;2
4651;493;Student  > Bachelor;1
4654;494;Lecturer;5
4659;494;Unspecified;5
4665;495;Lecturer;2
4667;495;Researcher;10
4670;495;Student  > Postgraduate;5
4671;495;Unspecified;9
4673;495;Student  > Bachelor;7
4675;495;Student  > Ph. D. Student;54
4677;496;Student  > Master;3
4678;496;Professor;1
4679;496;Student  > Bachelor;1
4682;496;Student  > Doctoral Student;2
4685;497;Researcher;21
4694;497;Professor > Associate Professor;22
4696;498;Professor > Associate Professor;1
4697;498;Student  > Doctoral Student;2
4698;498;Unspecified;1
4699;498;Student  > Ph. D. Student;3
4700;499;Lecturer;8
4701;499;Student  > Doctoral Student;21
4702;499;Researcher;10
4704;499;Student  > Postgraduate;1
4705;499;Unspecified;9
4707;499;Student  > Bachelor;13
4714;500;Professor;12
4715;500;Lecturer > Senior Lecturer;1
4718;500;Student  > Master;17
4721;500;Student  > Ph. D. Student;62
4722;500;Professor > Associate Professor;17
4723;501;Lecturer;9
4724;501;Student  > Doctoral Student;31
4725;501;Researcher;14
4729;501;Unspecified;12
4731;501;Student  > Bachelor;14
4732;501;Other;3
4733;501;Student  > Ph. D. Student;81
4734;501;Professor > Associate Professor;23
4736;502;Student  > Doctoral Student;24
4739;502;Lecturer > Senior Lecturer;4
4740;502;Student  > Postgraduate;3
4743;502;Student  > Bachelor;5
4744;502;Other;2
4745;502;Student  > Ph. D. Student;83
4757;503;Student  > Ph. D. Student;72
4758;503;Professor > Associate Professor;15
4759;504;Lecturer;5
4760;504;Student  > Doctoral Student;9
4761;504;Researcher;4
4762;504;Professor;4
4763;504;Student  > Postgraduate;2
4764;504;Unspecified;6
4765;504;Student  > Master;7
4766;504;Student  > Bachelor;3
4767;504;Other;1
4768;504;Student  > Ph. D. Student;40
4769;504;Professor > Associate Professor;6
4770;505;Lecturer;13
4771;505;Student  > Doctoral Student;51
4772;505;Researcher;24
4773;505;Professor;14
4774;505;Lecturer > Senior Lecturer;2
4775;505;Student  > Postgraduate;9
4776;505;Unspecified;10
4777;505;Student  > Master;48
4778;505;Student  > Bachelor;11
4779;505;Other;2
4780;505;Student  > Ph. D. Student;116
4781;505;Professor > Associate Professor;27
4782;506;Lecturer;1
4783;506;Researcher;2
4784;506;Professor;2
4785;506;Unspecified;2
4786;506;Student  > Ph. D. Student;9
4787;506;Student  > Doctoral Student;1
4789;507;Student  > Doctoral Student;14
4790;507;Researcher;7
4791;507;Professor;6
4792;507;Student  > Postgraduate;3
4793;507;Unspecified;5
4794;507;Student  > Master;12
4795;507;Student  > Bachelor;5
4796;507;Other;4
4797;507;Student  > Ph. D. Student;36
4798;507;Librarian;2
4799;507;Professor > Associate Professor;10
4800;508;Lecturer;4
4801;508;Student  > Doctoral Student;15
4802;508;Researcher;7
4803;508;Professor;5
4804;508;Unspecified;5
4805;508;Student  > Master;15
4806;508;Student  > Bachelor;3
4807;508;Other;2
4808;508;Student  > Ph. D. Student;56
4809;508;Librarian;1
4810;508;Professor > Associate Professor;10
4811;509;Lecturer;7
4812;509;Student  > Doctoral Student;38
4813;509;Researcher;22
4814;509;Professor;7
4815;509;Lecturer > Senior Lecturer;1
4816;509;Student  > Postgraduate;12
4817;509;Unspecified;20
4818;509;Student  > Master;82
4819;509;Student  > Bachelor;33
4820;509;Other;8
4821;509;Student  > Ph. D. Student;100
4823;509;Professor > Associate Professor;12
4824;510;Lecturer;5
4825;510;Student  > Doctoral Student;30
4826;510;Researcher;14
4827;510;Professor;17
4828;510;Lecturer > Senior Lecturer;2
4829;510;Student  > Postgraduate;10
4830;510;Unspecified;11
4831;510;Student  > Master;43
4832;510;Student  > Bachelor;16
4833;510;Other;3
4834;510;Student  > Ph. D. Student;88
4835;510;Librarian;2
4836;510;Professor > Associate Professor;20
4837;511;Lecturer;24
4838;511;Student  > Doctoral Student;112
4839;511;Researcher;64
4840;511;Professor;32
4841;511;Lecturer > Senior Lecturer;9
4842;511;Student  > Postgraduate;20
4843;511;Unspecified;30
4844;511;Student  > Master;92
4845;511;Student  > Bachelor;13
4846;511;Other;10
4847;511;Student  > Ph. D. Student;270
4848;511;Librarian;2
4849;511;Professor > Associate Professor;57
4850;512;Lecturer;3
4851;512;Student  > Doctoral Student;19
4852;512;Researcher;8
4853;512;Professor;7
4854;512;Lecturer > Senior Lecturer;1
4855;512;Student  > Postgraduate;4
4856;512;Unspecified;14
4857;512;Student  > Master;18
4858;512;Student  > Bachelor;6
4859;512;Other;5
4860;512;Student  > Ph. D. Student;51
4861;512;Librarian;1
4862;512;Professor > Associate Professor;14
4863;513;Researcher;1
4864;513;Professor;1
4865;513;Lecturer > Senior Lecturer;1
4866;513;Unspecified;4
4867;513;Student  > Master;2
4868;513;Student  > Ph. D. Student;4
4869;513;Professor > Associate Professor;1
4870;514;Lecturer;2
4871;514;Researcher;2
4872;514;Professor;4
4873;514;Lecturer > Senior Lecturer;2
4874;514;Unspecified;5
4875;514;Student  > Master;6
4876;514;Other;1
4877;514;Student  > Ph. D. Student;14
4878;514;Professor > Associate Professor;3
4879;515;Lecturer;8
4880;515;Student  > Doctoral Student;59
4881;515;Researcher;37
4882;515;Professor;17
4883;515;Lecturer > Senior Lecturer;4
4884;515;Student  > Postgraduate;11
4885;515;Unspecified;19
4886;515;Student  > Master;58
4887;515;Student  > Bachelor;16
4888;515;Other;6
4889;515;Student  > Ph. D. Student;141
4890;515;Professor > Associate Professor;45
4891;516;Lecturer;1
4892;516;Professor > Associate Professor;1
4893;516;Student  > Master;3
4894;516;Researcher;1
4895;516;Student  > Bachelor;3
4896;516;Student  > Ph. D. Student;11
4897;516;Student  > Doctoral Student;5
4898;517;Lecturer;1
4899;517;Student  > Doctoral Student;8
4900;517;Researcher;3
4901;517;Professor;5
4902;517;Lecturer > Senior Lecturer;1
4903;517;Student  > Postgraduate;2
4904;517;Unspecified;6
4905;517;Student  > Master;6
4906;517;Student  > Bachelor;2
4907;517;Other;3
4908;517;Student  > Ph. D. Student;33
4910;518;Lecturer;9
4911;518;Student  > Doctoral Student;19
4912;518;Researcher;5
4913;518;Professor;10
4914;518;Lecturer > Senior Lecturer;1
4915;518;Student  > Postgraduate;5
4916;518;Unspecified;13
4917;518;Student  > Master;15
4918;518;Student  > Bachelor;6
4919;518;Other;4
4920;518;Student  > Ph. D. Student;59
4921;518;Professor > Associate Professor;13
4922;519;Lecturer;3
4923;519;Student  > Doctoral Student;2
4924;519;Researcher;4
4925;519;Unspecified;10
4926;519;Student  > Bachelor;1
4927;519;Student  > Ph. D. Student;9
4928;519;Professor > Associate Professor;2
4929;520;Lecturer;18
4930;520;Student  > Doctoral Student;22
4931;520;Researcher;9
4932;520;Professor;10
4933;520;Lecturer > Senior Lecturer;1
4934;520;Student  > Postgraduate;3
4935;520;Unspecified;10
4936;520;Student  > Master;22
4937;520;Student  > Bachelor;9
4938;520;Other;3
4939;520;Student  > Ph. D. Student;48
4940;520;Professor > Associate Professor;17
4941;521;Student  > Ph. D. Student;1
4942;522;Lecturer;4
4943;522;Student  > Doctoral Student;17
4944;522;Researcher;4
4945;522;Professor;7
4946;522;Lecturer > Senior Lecturer;1
4947;522;Student  > Postgraduate;1
4948;522;Unspecified;7
4949;522;Student  > Master;23
4950;522;Student  > Bachelor;6
4951;522;Other;4
4952;522;Student  > Ph. D. Student;65
4953;522;Professor > Associate Professor;13
4954;523;Lecturer;3
4955;523;Student  > Doctoral Student;10
4956;523;Researcher;7
4957;523;Professor;5
4958;523;Lecturer > Senior Lecturer;4
4959;523;Student  > Postgraduate;1
4960;523;Unspecified;7
4961;523;Student  > Master;9
4962;523;Student  > Bachelor;1
4963;523;Other;2
4964;523;Student  > Ph. D. Student;24
4965;523;Librarian;1
4966;523;Professor > Associate Professor;7
4967;524;Lecturer;9
4968;524;Student  > Doctoral Student;23
4969;524;Researcher;9
4970;524;Professor;10
4971;524;Lecturer > Senior Lecturer;1
4972;524;Student  > Postgraduate;5
4973;524;Unspecified;7
4974;524;Student  > Master;26
4975;524;Student  > Bachelor;4
4976;524;Other;1
4977;524;Student  > Ph. D. Student;57
4978;524;Professor > Associate Professor;15
4979;525;Lecturer;10
4980;525;Student  > Doctoral Student;30
4981;525;Researcher;12
4982;525;Professor;9
4983;525;Lecturer > Senior Lecturer;4
4984;525;Student  > Postgraduate;7
4985;525;Unspecified;10
4986;525;Student  > Master;30
4987;525;Student  > Bachelor;2
4988;525;Other;2
4989;525;Student  > Ph. D. Student;79
4990;525;Librarian;1
4991;525;Professor > Associate Professor;17
4992;526;Student  > Doctoral Student;5
4993;526;Researcher;3
4994;526;Professor;2
4995;526;Lecturer > Senior Lecturer;1
4996;526;Student  > Postgraduate;6
4997;526;Student  > Master;32
4998;526;Student  > Bachelor;1
4999;526;Student  > Ph. D. Student;21
5000;526;Professor > Associate Professor;3
5001;527;Student  > Doctoral Student;2
5002;527;Student  > Master;1
5003;527;Professor;2
5004;527;Student  > Postgraduate;1
5005;527;Unspecified;2
5006;527;Student  > Ph. D. Student;2
5007;527;Professor > Associate Professor;1
5008;528;Professor;2
5009;528;Student  > Doctoral Student;1
5010;528;Student  > Bachelor;1
5011;528;Unspecified;1
5012;528;Student  > Ph. D. Student;3
5013;529;Lecturer;10
5014;529;Student  > Doctoral Student;26
5015;529;Researcher;12
5016;529;Professor;12
5017;529;Lecturer > Senior Lecturer;3
5018;529;Student  > Postgraduate;5
5019;529;Unspecified;10
5020;529;Student  > Master;44
5021;529;Student  > Bachelor;11
5022;529;Other;1
5023;529;Student  > Ph. D. Student;97
5024;529;Librarian;1
5025;529;Professor > Associate Professor;18
5026;530;Lecturer;3
5027;530;Student  > Doctoral Student;7
5028;530;Researcher;7
5029;530;Professor;2
5030;530;Student  > Postgraduate;3
5031;530;Unspecified;9
5032;530;Student  > Master;5
5033;530;Other;1
5034;530;Student  > Ph. D. Student;24
5035;530;Professor > Associate Professor;4
5036;531;Student  > Master;1
5037;531;Professor > Associate Professor;1
5038;531;Student  > Doctoral Student;2
5039;531;Unspecified;3
5040;531;Student  > Ph. D. Student;6
5041;532;Lecturer;3
5042;532;Student  > Doctoral Student;19
5043;532;Researcher;9
5044;532;Professor;10
5045;532;Unspecified;3
5046;532;Student  > Master;19
5047;532;Student  > Bachelor;4
5048;532;Student  > Ph. D. Student;49
5049;532;Professor > Associate Professor;11
5050;533;Lecturer;3
5051;533;Student  > Doctoral Student;7
5052;533;Researcher;3
5053;533;Professor;4
5054;533;Lecturer > Senior Lecturer;2
5055;533;Student  > Postgraduate;2
5056;533;Unspecified;6
5057;533;Student  > Master;4
5058;533;Other;2
5059;533;Student  > Ph. D. Student;19
5060;533;Librarian;2
5061;533;Professor > Associate Professor;4
5062;534;Lecturer;7
5063;534;Student  > Doctoral Student;29
5064;534;Researcher;16
5065;534;Professor;16
5066;534;Student  > Postgraduate;12
5067;534;Unspecified;7
5068;534;Student  > Master;45
5069;534;Student  > Bachelor;16
5070;534;Other;3
5071;534;Student  > Ph. D. Student;84
5072;534;Librarian;1
5073;534;Professor > Associate Professor;24
5074;535;Lecturer;1
5075;535;Student  > Doctoral Student;14
5076;535;Researcher;1
5077;535;Professor;4
5078;535;Lecturer > Senior Lecturer;1
5079;535;Student  > Postgraduate;1
5080;535;Unspecified;7
5081;535;Student  > Master;5
5082;535;Student  > Bachelor;2
5083;535;Other;1
5084;535;Student  > Ph. D. Student;23
5085;535;Professor > Associate Professor;5
5086;536;Researcher;1
5087;536;Professor > Associate Professor;1
5088;536;Unspecified;5
5089;536;Student  > Ph. D. Student;4
5090;537;Professor;1
5091;537;Unspecified;4
5092;537;Student  > Ph. D. Student;5
5093;538;Lecturer;2
5094;538;Student  > Doctoral Student;8
5095;538;Researcher;5
5096;538;Professor;4
5097;538;Lecturer > Senior Lecturer;1
5098;538;Unspecified;7
5099;538;Student  > Master;1
5100;538;Other;3
5101;538;Student  > Ph. D. Student;16
5102;538;Professor > Associate Professor;5
5103;539;Lecturer;8
5104;539;Student  > Doctoral Student;23
5105;539;Researcher;18
5106;539;Professor;9
5107;539;Lecturer > Senior Lecturer;3
5108;539;Student  > Postgraduate;3
5109;539;Unspecified;7
5110;539;Student  > Master;21
5111;539;Student  > Bachelor;4
5112;539;Student  > Ph. D. Student;69
5113;539;Professor > Associate Professor;19
5114;540;Lecturer;3
5115;540;Student  > Doctoral Student;9
5116;540;Researcher;9
5117;540;Professor;3
5118;540;Student  > Postgraduate;2
5119;540;Unspecified;6
5120;540;Student  > Master;9
5121;540;Student  > Bachelor;2
5122;540;Other;3
5123;540;Student  > Ph. D. Student;33
5124;540;Professor > Associate Professor;7
5125;541;Lecturer;5
5126;541;Student  > Doctoral Student;20
5127;541;Researcher;8
5128;541;Professor;8
5129;541;Lecturer > Senior Lecturer;1
5130;541;Student  > Postgraduate;5
5131;541;Unspecified;11
5132;541;Student  > Master;19
5133;541;Student  > Bachelor;7
5134;541;Other;4
5135;541;Student  > Ph. D. Student;78
5136;541;Professor > Associate Professor;16
5137;542;Lecturer;13
5138;542;Student  > Doctoral Student;48
5139;542;Researcher;21
5140;542;Professor;14
5141;542;Lecturer > Senior Lecturer;5
5142;542;Student  > Postgraduate;7
5143;542;Unspecified;18
5144;542;Student  > Master;53
5145;542;Student  > Bachelor;14
5146;542;Other;7
5147;542;Student  > Ph. D. Student;130
5148;542;Librarian;1
5149;542;Professor > Associate Professor;22
5150;543;Lecturer;8
5151;543;Student  > Doctoral Student;39
5152;543;Researcher;19
5153;543;Professor;12
5154;543;Lecturer > Senior Lecturer;3
5155;543;Student  > Postgraduate;4
5156;543;Unspecified;7
5157;543;Student  > Master;20
5158;543;Student  > Bachelor;4
5159;543;Other;5
5160;543;Student  > Ph. D. Student;87
5161;543;Professor > Associate Professor;13
5162;544;Lecturer;4
5163;544;Student  > Doctoral Student;12
5164;544;Researcher;7
5165;544;Professor;3
5166;544;Lecturer > Senior Lecturer;1
5167;544;Student  > Postgraduate;3
5168;544;Unspecified;13
5169;544;Student  > Master;22
5170;544;Student  > Bachelor;3
5171;544;Other;3
5172;544;Student  > Ph. D. Student;48
5173;544;Professor > Associate Professor;8
5174;545;Lecturer;8
5175;545;Student  > Doctoral Student;19
5176;545;Researcher;12
5177;545;Professor;6
5178;545;Lecturer > Senior Lecturer;5
5179;545;Student  > Postgraduate;3
5180;545;Unspecified;15
5181;545;Student  > Master;25
5182;545;Student  > Bachelor;7
5183;545;Other;5
5184;545;Student  > Ph. D. Student;63
5185;545;Librarian;1
5186;545;Professor > Associate Professor;10
5187;546;Lecturer;3
5188;546;Student  > Doctoral Student;13
5189;546;Researcher;9
5190;546;Professor;3
5191;546;Lecturer > Senior Lecturer;1
5192;546;Student  > Postgraduate;5
5193;546;Unspecified;10
5194;546;Student  > Master;30
5195;546;Student  > Bachelor;3
5196;546;Student  > Ph. D. Student;18
5197;546;Professor > Associate Professor;2
5198;547;Lecturer;4
5199;547;Student  > Doctoral Student;35
5200;547;Researcher;10
5201;547;Professor;11
5202;547;Lecturer > Senior Lecturer;2
5203;547;Student  > Postgraduate;4
5204;547;Unspecified;10
5205;547;Student  > Master;26
5206;547;Student  > Bachelor;10
5207;547;Other;3
5208;547;Student  > Ph. D. Student;82
5209;547;Librarian;4
5210;547;Professor > Associate Professor;15
5211;548;Lecturer;2
5212;548;Student  > Doctoral Student;16
5213;548;Researcher;7
5214;548;Professor;6
5215;548;Lecturer > Senior Lecturer;1
5216;548;Student  > Postgraduate;7
5217;548;Unspecified;10
5218;548;Student  > Master;18
5219;548;Student  > Bachelor;4
5220;548;Other;4
5221;548;Student  > Ph. D. Student;36
5222;548;Librarian;1
5223;548;Professor > Associate Professor;7
5224;549;Lecturer;6
5225;549;Student  > Doctoral Student;16
5226;549;Researcher;9
5227;549;Professor;5
5228;549;Student  > Postgraduate;2
5229;549;Unspecified;6
5230;549;Student  > Master;17
5231;549;Student  > Bachelor;5
5232;549;Other;1
5233;549;Student  > Ph. D. Student;48
5234;549;Professor > Associate Professor;6
5235;550;Lecturer;7
5236;550;Student  > Doctoral Student;13
5237;550;Researcher;3
5238;550;Professor;4
5239;550;Lecturer > Senior Lecturer;2
5240;550;Student  > Postgraduate;3
5241;550;Unspecified;2
5242;550;Student  > Master;6
5243;550;Student  > Bachelor;4
5244;550;Other;2
5245;550;Student  > Ph. D. Student;38
5246;550;Professor > Associate Professor;11
5247;551;Lecturer;6
5248;551;Student  > Doctoral Student;29
5249;551;Researcher;10
5250;551;Professor;8
5251;551;Lecturer > Senior Lecturer;5
5252;551;Student  > Postgraduate;3
5253;551;Unspecified;12
5254;551;Student  > Master;20
5255;551;Student  > Bachelor;2
5256;551;Other;2
5257;551;Student  > Ph. D. Student;61
5258;551;Librarian;1
5259;551;Professor > Associate Professor;17
5260;552;Lecturer;4
5261;552;Student  > Doctoral Student;26
5262;552;Researcher;10
5263;552;Professor;3
5264;552;Lecturer > Senior Lecturer;4
5265;552;Student  > Postgraduate;4
5266;552;Unspecified;8
5267;552;Student  > Master;17
5268;552;Student  > Bachelor;4
5269;552;Other;3
5270;552;Student  > Ph. D. Student;66
5271;552;Professor > Associate Professor;11
5272;553;Lecturer;1
5273;553;Student  > Doctoral Student;3
5274;553;Researcher;1
5275;553;Unspecified;2
5276;553;Student  > Ph. D. Student;9
5277;553;Professor > Associate Professor;3
5278;554;Lecturer;19
5279;554;Student  > Doctoral Student;51
5280;554;Researcher;30
5281;554;Professor;22
5282;554;Lecturer > Senior Lecturer;7
5283;554;Student  > Postgraduate;13
5284;554;Unspecified;23
5285;554;Student  > Master;84
5286;554;Student  > Bachelor;12
5287;554;Other;5
5288;554;Student  > Ph. D. Student;145
5289;554;Librarian;2
5290;554;Professor > Associate Professor;22
5291;555;Lecturer;10
5292;555;Student  > Doctoral Student;41
5293;555;Researcher;17
5294;555;Professor;15
5295;555;Lecturer > Senior Lecturer;3
5296;555;Student  > Postgraduate;5
5297;555;Unspecified;13
5298;555;Student  > Master;37
5299;555;Student  > Bachelor;19
5300;555;Other;9
5301;555;Student  > Ph. D. Student;67
5302;555;Librarian;1
5303;555;Professor > Associate Professor;28
5304;556;Lecturer;10
5305;556;Student  > Doctoral Student;30
5306;556;Researcher;19
5307;556;Professor;16
5308;556;Lecturer > Senior Lecturer;2
5309;556;Student  > Postgraduate;6
5310;556;Unspecified;11
5311;556;Student  > Master;66
5312;556;Student  > Bachelor;9
5313;556;Other;5
5314;556;Student  > Ph. D. Student;99
5315;556;Professor > Associate Professor;22
5316;557;Lecturer;9
5317;557;Student  > Doctoral Student;20
5318;557;Researcher;12
5319;557;Professor;12
5320;557;Lecturer > Senior Lecturer;2
5321;557;Student  > Postgraduate;4
5322;557;Unspecified;2
5323;557;Student  > Master;26
5324;557;Student  > Bachelor;5
5325;557;Other;3
5326;557;Student  > Ph. D. Student;51
5327;557;Professor > Associate Professor;17
5328;558;Student  > Bachelor;1
5329;558;Student  > Doctoral Student;4
5330;558;Lecturer > Senior Lecturer;1
5331;558;Unspecified;2
5332;558;Student  > Ph. D. Student;6
5333;559;Professor;1
5334;559;Student  > Bachelor;1
5335;559;Other;1
5336;559;Student  > Ph. D. Student;4
5337;559;Librarian;1
5338;559;Student  > Doctoral Student;1
5339;560;Lecturer;2
5340;560;Student  > Doctoral Student;9
5341;560;Researcher;5
5342;560;Professor;5
5343;560;Student  > Postgraduate;1
5344;560;Unspecified;3
5345;560;Student  > Master;10
5346;560;Student  > Bachelor;3
5347;560;Other;1
5348;560;Student  > Ph. D. Student;30
5349;560;Librarian;2
5350;560;Professor > Associate Professor;5
5351;561;Lecturer;2
5352;561;Student  > Doctoral Student;10
5353;561;Researcher;8
5354;561;Professor;15
5355;561;Lecturer > Senior Lecturer;1
5356;561;Unspecified;5
5357;561;Student  > Master;20
5358;561;Student  > Bachelor;7
5359;561;Other;2
5360;561;Student  > Ph. D. Student;54
5361;561;Professor > Associate Professor;13
5362;562;Lecturer;3
5363;562;Student  > Doctoral Student;8
5364;562;Researcher;3
5365;562;Professor;7
5366;562;Lecturer > Senior Lecturer;2
5367;562;Student  > Postgraduate;2
5368;562;Unspecified;7
5369;562;Student  > Master;7
5370;562;Student  > Bachelor;5
5371;562;Other;1
5372;562;Student  > Ph. D. Student;35
5373;562;Professor > Associate Professor;12
5374;563;Lecturer;15
5375;563;Student  > Doctoral Student;32
5376;563;Researcher;26
5377;563;Professor;13
5378;563;Lecturer > Senior Lecturer;4
5379;563;Student  > Postgraduate;1
5380;563;Unspecified;7
5381;563;Student  > Master;33
5382;563;Student  > Bachelor;7
5383;563;Other;7
5384;563;Student  > Ph. D. Student;113
5385;563;Professor > Associate Professor;22
5386;564;Professor > Associate Professor;1
5387;565;Student  > Ph. D. Student;1
5388;566;Student  > Doctoral Student;1
5389;566;Student  > Ph. D. Student;1
5390;567;Lecturer;3
5391;567;Student  > Doctoral Student;18
5392;567;Researcher;10
5393;567;Professor;7
5394;567;Lecturer > Senior Lecturer;1
5395;567;Student  > Postgraduate;4
5396;567;Unspecified;3
5397;567;Student  > Master;23
5398;567;Student  > Bachelor;4
5399;567;Other;1
5400;567;Student  > Ph. D. Student;53
5401;567;Librarian;9
5402;567;Professor > Associate Professor;11
5403;568;Lecturer;6
5404;568;Student  > Doctoral Student;29
5405;568;Researcher;16
5406;568;Professor;16
5407;568;Student  > Postgraduate;6
5408;568;Unspecified;14
5409;568;Student  > Master;22
5410;568;Student  > Bachelor;16
5411;568;Other;3
5412;568;Student  > Ph. D. Student;82
5413;568;Professor > Associate Professor;16
5414;569;Lecturer;1
5415;569;Student  > Doctoral Student;9
5416;569;Researcher;2
5417;569;Professor;1
5418;569;Student  > Postgraduate;1
5419;569;Unspecified;7
5420;569;Student  > Master;7
5421;569;Student  > Bachelor;4
5422;569;Student  > Ph. D. Student;11
5423;569;Professor > Associate Professor;4
5424;570;Lecturer;1
5425;570;Student  > Doctoral Student;6
5426;570;Researcher;4
5427;570;Professor;6
5428;570;Lecturer > Senior Lecturer;2
5429;570;Unspecified;2
5430;570;Student  > Master;11
5431;570;Student  > Bachelor;2
5432;570;Other;1
5433;570;Student  > Ph. D. Student;35
5434;570;Professor > Associate Professor;9
5435;571;Lecturer;6
5436;571;Student  > Doctoral Student;19
5437;571;Researcher;7
5438;571;Professor;7
5439;571;Lecturer > Senior Lecturer;5
5440;571;Student  > Postgraduate;5
5441;571;Unspecified;10
5442;571;Student  > Master;31
5443;571;Student  > Bachelor;14
5444;571;Other;1
5445;571;Student  > Ph. D. Student;56
5446;571;Librarian;1
5447;571;Professor > Associate Professor;21
5448;572;Lecturer;2
5449;572;Student  > Doctoral Student;9
5450;572;Student  > Master;2
5451;572;Professor;2
5452;572;Unspecified;8
5453;572;Researcher;1
5454;572;Student  > Bachelor;1
5455;572;Student  > Ph. D. Student;14
5456;572;Professor > Associate Professor;2
5457;573;Student  > Doctoral Student;9
5458;573;Researcher;4
5459;573;Professor;4
5460;573;Unspecified;6
5461;573;Student  > Master;4
5462;573;Student  > Ph. D. Student;15
5463;573;Professor > Associate Professor;5
5464;574;Lecturer;3
5465;574;Student  > Doctoral Student;5
5466;574;Researcher;5
5467;574;Professor;1
5468;574;Unspecified;1
5469;574;Student  > Master;2
5470;574;Student  > Bachelor;2
5471;574;Student  > Ph. D. Student;8
5472;574;Professor > Associate Professor;2
5473;575;Lecturer;1
5474;575;Student  > Doctoral Student;5
5475;575;Researcher;3
5476;575;Professor;3
5477;575;Student  > Postgraduate;1
5478;575;Unspecified;2
5479;575;Student  > Ph. D. Student;9
5480;575;Professor > Associate Professor;3
5481;576;Researcher;1
5482;576;Lecturer;1
5483;576;Professor;1
5484;576;Other;1
5485;576;Student  > Ph. D. Student;2
5486;577;Lecturer;5
5487;577;Student  > Doctoral Student;15
5488;577;Researcher;6
5489;577;Professor;6
5490;577;Lecturer > Senior Lecturer;2
5491;577;Student  > Postgraduate;3
5492;577;Unspecified;8
5493;577;Student  > Master;18
5494;577;Student  > Bachelor;4
5495;577;Student  > Ph. D. Student;30
