RePEc:taf:gcmbxx;2017;1;null;null;272;2;ReDIF-Article;1025-5842;1476-8259;scimago;2018;17954;0.492;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:taf:conmgt;2017;41;0.06;0.09;56;12;ReDIF-Article;0144-6193;1466-433X;scimago;2018;13896;0.777;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;
RePEc:fan:ccadaa;2017;3;0.04;0.05;13;1;ReDIF-Article;1721-5242;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:nax:conyad;2017;4;0.03;0.02;96;2;ReDIF-Article;0186-1042;2448-8410;scimago;2018;21100379744;0.238;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E
RePEc:wly:coacre;2017;22;0.04;0.08;74;13;ReDIF-Article;1911-3846;0823-9150;scimago;2018;29113;2.895;vhb-jourqual;2015;A;Handelsblatt-Ranking BWL;2018;B;Handelsblatt-Ranking VWL;2017;B
RePEc:bla:coecpo;2017;167;0.67;0.66;47;33;ReDIF-Article;1074-3529;1465-7287;scimago;2018;21995;0.475;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;F
RePEc:wyz:journl;2017;49;4.14;0.33;0;5;ReDIF-Article;2084-0845;2300-8814;scimago;2018;21100199108;0.215;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:taf:rsocxx;2017;10;0.03;0.08;28;3;ReDIF-Article;2158-2041;2158-205X;scimago;2018;20600195519;0.223;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:bla:corgov;2017;;null;null;0;25;ReDIF-Article;0964-8410;1467-8683;scimago;2018;22009;1.432;vhb-jourqual;2015;C;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;
RePEc:eee:crpeac;2017;151;0.59;0.6;40;15;ReDIF-Article;1045-2354;1095-9955;scimago;2018;29170;1.853;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;
RePEc:cmj:journl;2017;12;0.19;0.06;18;3;ReDIF-Article;2286-0452;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F
RePEc:ioe:cuadec;2017;19;0.29;0.41;0;15;ReDIF-Article;0717-6821;0716-0046;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:taf:rcitxx;2017;;null;null;0;;ReDIF-Article;1368-3500;1747-7603;scimago;2018;28324;1.843;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;
RePEc:inm:ordeca;2017;32;0.2;0.3;0;15;ReDIF-Article;1545-8490;1545-8504;scimago;2018;19700186711;0.59;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;D
RePEc:taf:defpea;2017;102;0.51;0.53;43;24;ReDIF-Article;1024-2694;1476-8267;scimago;2018;17272;0.756;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E
RePEc:taf:cdanxx;2017;1;0.02;0.01;32;2;ReDIF-Article;1475-1798;1475-1801;scimago;2018;145016;0.12;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:nki:journl;2017;1;null;0.07;0;2;ReDIF-Article;1787-940X;1787-9566;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:jet:deveco;2017;;null;null;0;4;ReDIF-Article;0012-1533;1746-1049;scimago;2018;14089;0.213;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E
RePEc:pal:develp;2017;27;0.04;0.09;39;11;ReDIF-Article;1011-6370;1461-7072;scimago;2018;14090;0.163;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E
RePEc:eee:deveng;2017;1;0.2;0.2;13;2;ReDIF-Article;2352-7285;;scimago;2018;21100455650;0.626;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:taf:deveza;2017;71;0.17;0.27;55;12;ReDIF-Article;0376-835X;1470-3637;scimago;2018;14118;0.302;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E
RePEc:prg:jnlelg;2017;;null;null;11;;ReDIF-Article;1211-0442;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:eej:eeconj;2017;;null;null;0;23;ReDIF-Article;0094-5056;1939-4632;scimago;2018;19455;0.254;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E
RePEc:pal:easeco;2017;38;0.13;0.16;55;14;ReDIF-Article;0094-5056;1939-4632;scimago;2018;19455;0.254;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E
RePEc:pal:ecolmr;2017;;null;null;0;6;ReDIF-Article;0094-5056;1939-4632;scimago;2018;19455;0.254;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E
RePEc:eeb:articl;2017;2;0.07;0.07;16;1;ReDIF-Article;2256-0521;2256-0904;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F
RePEc:mes:eaeuec;2017;31;0.33;0.34;26;13;ReDIF-Article;0012-8775;1557-9298;scimago;2018;19458;0.345;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E
RePEc:eee:ecolec;2017;1756;1.27;1.53;305;99;ReDIF-Article;0921-8009;1873-6106;scimago;2018;20290;1.767;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;C
RePEc:eee:ecomod;2017;419;0.29;0.27;314;21;ReDIF-Article;0304-3800;1872-7026;scimago;2018;23274;1.04;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:sgh:erfinj;2017;1;0.17;0.17;6;1;ReDIF-Article;2451-1935;2451-2370;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:taf:emetrv;2017;223;0.86;1.08;58;43;ReDIF-Article;0747-4938;1532-4168;scimago;2018;24381;1.514;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;C
RePEc:gam:jecnmx;2017;130;0.33;0.82;54;10;ReDIF-Article;2225-1146;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;F;Handelsblatt-Ranking VWL;2017;F
RePEc:eee:ecosta;2017;;null;null;42;3;ReDIF-Article;2452-3062;;scimago;2018;21100836195;0.512;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:bmo:bmoart;2017;2;null;0.13;5;2;ReDIF-Article;2148-6212;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F
RePEc:anp:econom;2017;14;0.13;0.1;9;7;ReDIF-Article;1517-7580;2358-2820;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F
RePEc:fan:ecaqec;2017;5;0.05;0.04;20;3;ReDIF-Article;1126-1668;1972-4802;scimago;2018;21100865012;0.2;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F
RePEc:mul:j1t56u;2017;2;null;0.02;0;2;ReDIF-Article;1970-4860;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F
RePEc:fan:ededed;2017;1;0.02;0.01;23;2;ReDIF-Article;1593-9464;1972-5256;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:caq:j950ix;2017;7;null;0.03;55;4;ReDIF-Article;0012-978X;1827-8949;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F
RePEc:fan:polipo;2017;12;null;0.13;0;7;ReDIF-Article;0391-2078;1972-4977;scimago;2018;21100275426;0.343;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E
RePEc:fan:eseses;2017;1;null;null;39;2;ReDIF-Article;1827-2479;2038-6745;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F
RePEc:mul:jb33yl;2017;8;null;0.1;0;7;ReDIF-Article;1120-2890;1973-820X;scimago;2018;19700167906;0.272;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E
RePEc:fan:epepep;2017;12;0.26;0.18;15;5;ReDIF-Article;0390-6140;1972-5566;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F
RePEc:ibg:eajour;2017;2;null;0.04;0;2;ReDIF-Article;1821-2573;2560-3949;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:eee:ecanpo;2017;122;0.79;0.71;38;12;ReDIF-Article;0313-5926;2204-2296;scimago;2018;5800191435;0.892;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E
RePEc:eee:jebusi;2017;127;0.89;0.88;29;38;ReDIF-Article;0148-6195;1879-1735;scimago;2018;24378;0.386;vhb-jourqual;2015;C;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;F
RePEc:taf:repsxx;2017;;null;null;0;;ReDIF-Article;2095-4816;2470-4024;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:bla:ecanth;2017;3;0.06;0.05;26;1;ReDIF-Article;2330-4847;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:taf:recgxx;2017;2;0.01;0.01;42;6;ReDIF-Article;1944-8287;0013-0095;scimago;2018;28092;2.915;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;B;Handelsblatt-Ranking VWL;2017;B
RePEc:taf:rehdxx;2017;15;0.05;0.22;9;4;ReDIF-Article;2078-0389;2078-0397;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:bla:ecinqu;2017;642;1.06;1.23;108;34;ReDIF-Article;0095-2583;1465-7295;scimago;2018;20002;1.134;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;
RePEc:eee:ecmode;2017;2556;1.35;1.36;247;51;ReDIF-Article;0264-9993;1873-6122;scimago;2018;28467;1.039;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;D
RePEc:eee:ecosys;2017;245;0.97;1.22;44;30;ReDIF-Article;0939-3625;1878-5433;scimago;2018;12975;0.478;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E
RePEc:taf:ecsysr;2017;241;1.03;1.81;29;32;ReDIF-Article;0953-5314;1469-5758;scimago;2018;28487;1.738;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;B
RePEc:wea:econth;2017;11;0.24;0.21;10;3;ReDIF-Article;2049-3509;2055-6314;scimago;2018;21100840135;0.126;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F
RePEc:eee:ehbiol;2017;260;1.07;0.97;63;32;ReDIF-Article;1570-677X;1873-6130;scimago;2018;26041;1.524;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;C
RePEc:fan:efeefe;2017;11;0.06;0.08;20;4;ReDIF-Article;2280-7659;2280-7667;scimago;2018;21100228047;0.127;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:ebl:ecbull;2017;381;0.26;0.27;266;29;ReDIF-Article;1545-2921;;scimago;2018;6700153287;0.193;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E
RePEc:eee:ecolet;2017;2285;0.78;0.94;406;95;ReDIF-Article;0165-1765;1873-7374;scimago;2018;28490;0.767;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;D
RePEc:eee:ecoedu;2017;530;1.03;1.23;67;56;ReDIF-Article;0272-7757;1873-7382;scimago;2018;19692;2.098;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;C
RePEc:taf:ecinnt;2017;158;0.7;0.79;45;38;ReDIF-Article;1043-8599;1476-8364;scimago;2018;10600153365;0.753;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;D
RePEc:epc:journl;2017;28;0.37;0.47;12;5;ReDIF-Article;1749-852X;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F
RePEc:eee:ecotra;2017;106;1.27;1.49;12;12;ReDIF-Article;2212-0122;2212-0130;scimago;2018;21100228129;1.157;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;C
RePEc:zbw:ifweej;2017;124;0.58;0.59;35;17;ReDIF-Article;1864-6042;;scimago;2018;5800197592;0.434;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E
RePEc:prs:ecoprv;2017;;null;null;0;16;ReDIF-Article;0249-4744;1777-5795;scimago;2018;17600155224;0.123;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E
RePEc:nse:ecosta;2017;;null;null;37;1;ReDIF-Article;0336-1454;1777-5574;scimago;2018;20062;0.29;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E
RePEc:prs:conjon;2017;;null;null;0;;ReDIF-Article;0336-1454;1777-5574;scimago;2018;20062;0.29;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E
RePEc:prs:ecstat;2017;30;0.16;0.18;37;20;ReDIF-Article;0336-1454;1777-5574;scimago;2018;20062;0.29;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E
RePEc:prs:recoru;2017;;null;null;0;7;ReDIF-Article;0013-0559;2105-2581;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F
RePEc:gam:jecomi;2017;21;0.33;0.28;52;4;ReDIF-Article;2227-7099;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;F;Handelsblatt-Ranking VWL;2017;F
RePEc:eip:journl;2017;7;0.05;0.03;34;2;ReDIF-Article;1605-7988;2518-7449;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F
RePEc:lap:journl;2017;1;0.08;0.04;0;6;ReDIF-Article;0013-0419;1852-1649;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F
RePEc:eee:ecoser;2017;442;0.73;1.08;159;20;ReDIF-Article;2212-0416;;scimago;2018;21100218523;2.151;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:taf:edecon;2017;81;0.43;0.5;40;24;ReDIF-Article;0964-5292;1469-5782;scimago;2018;19709;0.386;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E
RePEc:tpr:edfpol;2017;54;0.54;0.53;22;16;ReDIF-Article;1557-3060;1557-3079;scimago;2018;21100199107;3.308;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;C
RePEc:ann:inecon;2017;;null;null;0;1;ReDIF-Article;2082-4440;2300-6005;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:taf:reroxx;2017;;null;null;0;;ReDIF-Article;1848-9664;1331-677X;scimago;2018;20595;0.425;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E
RePEc:beo:ekidpr;2017;;null;null;29;;ReDIF-Article;2217-6217;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F
RePEc:beo:journl;2017;14;0.11;0.12;22;5;ReDIF-Article;0013-3264;1820-7375;scimago;2018;6700153280;0.229;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E
RePEc:elt:journl;2017;11;0.13;0.07;29;7;ReDIF-Article;0041-3011;;scimago;2018;26181;0.201;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E
RePEc:eee:ememar;2017;368;1.59;1.96;48;34;ReDIF-Article;1566-0141;1873-6173;scimago;2018;14453;1;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;C
RePEc:gam:jeners;2017;2435;0.57;0.67;2209;24;ReDIF-Article;1996-1073;;scimago;2018;62932;0.612;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:eee:energy;2017;8083;1.18;1.39;1922;70;ReDIF-Article;0360-5442;1873-6785;scimago;2018;29348;2.048;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;C
RePEc:eee:eneeco;2017;3666;2.18;2.79;355;107;ReDIF-Article;0140-9883;1873-6181;scimago;2018;29374;2.003;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;B
RePEc:eee:enepol;2017;6276;1.78;1.84;693;106;ReDIF-Article;0301-4215;1873-6777;scimago;2018;29403;1.988;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;C
RePEc:eee:eproec;2017;;null;null;0;2;ReDIF-Article;0377-841X;1878-402X;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:eee:ecpeco;2017;;null;null;0;9;ReDIF-Article;0167-188X;1878-4011;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:bcr:ensayo;2017;1;0.07;0.02;0;4;ReDIF-Article;0325-3937;1850-6046;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F
RePEc:krk:eberjl;2017;28;0.26;0.2;49;4;ReDIF-Article;2353-8821;2353-883X;scimago;2018;21100857389;0.193;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:taf:entreg;2017;109;0.22;0.55;48;21;ReDIF-Article;0898-5626;1464-5114;scimago;2018;20662;1.17;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;C
RePEc:pio:envira;2017;217;0.4;0.36;0;35;ReDIF-Article;0308-518X;1472-3409;scimago;2018;13272;1.552;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;C
RePEc:pio:envirc;2017;77;0.19;0.34;0;16;ReDIF-Article;0263-774X;1472-3425;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;D
RePEc:pio:envirb;2017;39;0.15;0.2;0;21;ReDIF-Article;0265-8135;1472-3417;scimago;2018;13273;0.922;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:eee:enscpo;2017;102;0.41;0.41;148;6;ReDIF-Article;1462-9011;1873-6416;scimago;2018;21536;1.919;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;
RePEc:fan:eieiei;2017;;null;null;0;1;ReDIF-Article;2283-3374;1971-5293;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:prs:conjem;2017;;null;null;0;;ReDIF-Article;1149-3755;2437-2307;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:prs:conjin;2017;;null;null;0;1;ReDIF-Article;0423-5681;2437-2269;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:prs:conjef;2017;;null;null;0;;ReDIF-Article;1149-3720;2437-2285;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:ejn:ejbmjr;2017;5;0.04;0.07;25;2;ReDIF-Article;2148-0206;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:ejn:ejefjr;2017;10;0.12;0.14;38;2;ReDIF-Article;2148-0192;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:ejn:ejssjr;2017;3;0.02;0.05;18;2;ReDIF-Article;2148-0214;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:taf:ceasxx;2017;6;0.01;0.01;180;7;ReDIF-Article;0966-8136;1465-3427;scimago;2018;20727;0.813;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;F
RePEc:taf:euract;2017;94;0.58;0.68;33;30;ReDIF-Article;0963-8180;1468-4497;scimago;2018;7100153129;1.505;vhb-jourqual;2015;A;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;
RePEc:taf:recjxx;2017;;null;null;0;;ReDIF-Article;1757-8396;1744-1056;scimago;2018;21100790525;1.326;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F
RePEc:eee:eecrev;2017;1694;2.7;2.87;141;136;ReDIF-Article;0014-2921;1873-572X;scimago;2018;20749;2.21;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;C
RePEc:prg:jnlefa;2017;6;0.03;0.06;29;4;ReDIF-Article;1802-2197;1805-4846;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;
RePEc:pal:eurjdr;2017;105;0.2;0.33;64;17;ReDIF-Article;0957-8811;1743-9728;scimago;2018;14175;0.542;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;D
RePEc:taf:eurjdr;2017;;null;null;0;10;ReDIF-Article;0957-8811;1743-9728;scimago;2018;14175;0.542;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;D
RePEc:elg:ejeepi;2017;82;0.48;0.6;27;11;ReDIF-Article;2052-7772;2052-7764;scimago;2018;21100842566;0.345;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;F;Handelsblatt-Ranking VWL;2017;F
RePEc:elg:rokejn;2017;51;0.16;0.29;40;9;ReDIF-Article;2052-7764;2052-7772;scimago;2018;21100842566;0.345;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;F;Handelsblatt-Ranking VWL;2017;F
RePEc:taf:eurjfi;2017;168;0.42;0.59;55;25;ReDIF-Article;1351-847X;1466-4364;scimago;2018;14971;0.533;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;D
RePEc:egr:ejge00;2017;11;0.12;0.22;0;4;ReDIF-Article;2254-7088;;scimago;2018;21100444329;0.12;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E
RePEc:ids:eujine;2017;25;0.17;0.16;28;5;ReDIF-Article;1751-5254;1751-5262;scimago;2018;11200153401;0.532;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;
RePEc:ids:ijbcrm;2017;;null;null;18;2;ReDIF-Article;1751-5254;1751-5262;scimago;2018;11200153401;0.532;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;
RePEc:ids:ijbder;2017;;null;null;14;1;ReDIF-Article;1751-5254;1751-5262;scimago;2018;11200153401;0.532;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;
RePEc:ids:ijcgov;2017;3;0.11;0.04;8;2;ReDIF-Article;1751-5254;1751-5262;scimago;2018;11200153401;0.532;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;
RePEc:ids:ijhdev;2017;13;0.06;0.24;8;3;ReDIF-Article;1751-5254;1751-5262;scimago;2018;11200153401;0.532;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;
RePEc:ids:ijirde;2017;2;0.08;0.04;4;2;ReDIF-Article;1751-5254;1751-5262;scimago;2018;11200153401;0.532;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;
RePEc:ids:ijmede;2017;1;0.03;0.01;16;3;ReDIF-Article;1751-5254;1751-5262;scimago;2018;11200153401;0.532;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;
RePEc:taf:tjisxx;2017;;null;null;0;;ReDIF-Article;0960-085X;1476-9344;scimago;2018;15074;2.036;vhb-jourqual;2015;A;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;
